,siren,division,categorieEntreprise,dateCreationUniteLegale,annee,CIR,nb_brevets,Id_ETI,annee_creation
1356,576650394,20,ETI,1966-01-01,2016,0.0,0.0,1,1966
1357,577050545,96,ETI,1970-01-01,2016,0.0,0.0,1,1970
1358,577150345,25,ETI,1969-01-01,2016,279910.0,0.0,1,1969
1359,580501310,20,ETI,1958-01-01,2016,193000.0,0.0,1,1958
1360,582012340,25,ETI,1900-01-01,2016,0.0,0.0,1,1900
1361,582022265,20,GE,1958-01-01,2016,0.0,3.0,0,1958
1362,582028213,25,ETI,1981-01-01,2016,0.0,0.0,1,1981
1363,582055935,22,ETI,1958-01-01,2016,0.0,0.0,1,1958
1364,582132551,71,ETI,1958-01-01,2016,0.0,0.0,1,1958
1365,582142451,26,ETI,1981-09-01,2016,171463.0,0.0,1,1981
1366,584504419,25,ETI,1958-01-01,2016,237179.0,0.0,1,1958
1367,586350043,25,ETI,1963-01-01,2016,40078.0,0.0,1,1963
1368,586680092,20,GE,1966-01-01,2016,0.0,0.0,0,1966
1369,587050360,25,ETI,1970-01-01,2016,0.0,0.0,1,1970
1370,588500256,20,ETI,1995-06-24,2016,199000.0,0.0,1,1995
1371,592065528,71,GE,1959-01-01,2016,24378.0,0.0,0,1959
1372,596120329,25,ETI,1961-01-01,2016,56694.0,4.0,1,1961
1373,596820332,29,ETI,1981-06-01,2016,0.0,0.0,1,1981
1374,599815073,20,ETI,1900-01-01,2016,2008490.0,17.0,1,1900
1375,600801468,22,ETI,1960-01-01,2016,256234.98,1.0,1,1960
1376,602019903,71,ETI,1960-01-01,2016,0.0,0.0,1,1960
1377,602033185,62,ETI,1960-01-01,2016,3075000.0,8.0,1,1960
1378,602055311,95,ETI,1900-01-01,2016,3134822.0,0.0,1,1900
1379,602062572,71,ETI,1900-01-01,2016,0.0,0.0,1,1900
1380,602980369,20,ETI,1960-01-01,2016,0.0,0.0,1,1960
1381,603720269,25,ETI,1960-01-01,2016,120714.0,0.0,1,1960
1382,605620442,32,ETI,1956-01-01,2016,0.0,7.0,1,1956
1383,605920172,96,GE,1959-01-01,2016,0.0,0.0,0,1959
1384,606920775,32,GE,1969-01-01,2016,25436.0,1.0,0,1969
1385,608229746,20,ETI,1973-01-01,2016,0.0,0.0,1,1973
1386,609849153,21,ETI,1900-01-01,2016,0.0,0.0,1,1900
1387,612012427,71,ETI,1961-01-01,2016,0.0,0.0,1,1961
1388,612016923,26,GE,1900-01-01,2016,0.0,0.0,0,1900
1389,612039495,26,GE,1961-01-01,2016,0.0,0.0,0,1961
1390,612043331,20,ETI,1961-01-01,2016,0.0,0.0,1,1961
1391,612050518,32,ETI,1970-01-01,2016,396816.0,0.0,1,1970
1392,612056549,22,ETI,1987-09-16,2016,307869.0,2.0,1,1987
1393,615520236,32,ETI,1955-01-01,2016,148883.0,1.0,1,1955
1394,615680204,25,ETI,1956-01-01,2016,687822.0,0.0,1,1956
1395,619200850,32,ETI,1961-01-01,2016,0.0,0.0,1,1961
1396,619848807,29,ETI,1971-01-01,2016,6276.0,0.0,1,1971
1397,620500900,71,GE,1962-01-01,2016,7100.0,0.0,0,1962
1398,622009918,29,ETI,1967-01-01,2016,14675575.0,0.0,1,1967
1399,622017077,21,ETI,1965-01-01,2016,0.0,0.0,1,1965
1400,622037083,20,GE,1977-01-01,2016,20735200.0,116.0,0,1977
1401,622042422,20,ETI,1962-01-01,2016,271000.0,0.0,1,1962
1402,625480272,25,ETI,1954-01-01,2016,101129.0,0.0,1,1954
1403,625780135,20,ETI,1957-01-01,2016,0.0,0.0,1,1957
1404,630800084,30,GE,1963-01-01,2016,0.0,8.0,0,1963
1405,630801967,25,ETI,1963-01-01,2016,0.0,0.0,1,1963
1406,632041877,20,ETI,1963-01-01,2016,120000.0,0.0,1,1963
1407,639804889,22,ETI,1963-01-01,2016,0.0,0.0,1,1963
1408,642005177,20,ETI,1973-02-07,2016,0.0,0.0,1,1973
1409,642030357,71,ETI,1982-11-01,2016,449976.0,0.0,1,1982
1410,642040000,22,ETI,1964-07-01,2016,787695.0,6.0,1,1964
1411,644800161,29,ETI,1964-01-01,2016,5743.0,1.0,1,1964
1412,646050104,22,ETI,1960-01-01,2016,0.0,0.0,1,1960
1413,646050476,25,ETI,1960-01-01,2016,0.0,2.0,1,1960
1414,647020478,22,ETI,1970-01-01,2016,0.0,0.0,1,1970
1415,649800737,29,ETI,1987-03-11,2016,0.0,0.0,1,1987
1416,652011867,26,GE,1900-01-01,2016,116505.0,0.0,0,1900
1417,652025370,29,GE,1985-03-16,2016,1370000.0,20.0,0,1985
1418,652030677,71,ETI,1900-01-01,2016,0.0,0.0,1,1900
1419,652031832,71,ETI,1977-01-01,2016,0.0,0.0,1,1977
1420,652042458,72,ETI,1900-01-01,2016,0.0,3.0,1,1900
1421,653820167,20,GE,1965-01-01,2016,0.0,0.0,0,1965
1422,655780302,32,GE,1957-01-01,2016,0.0,0.0,0,1957
1423,655780559,20,ETI,1957-01-01,2016,55218.0,0.0,1,1957
1424,656850054,20,GE,1968-01-01,2016,931000.0,0.0,0,1968
1425,662001403,71,ETI,1966-01-01,2016,5817000.0,45.0,1,1966
1426,662018068,29,ETI,1900-01-01,2016,0.0,0.0,1,1900
1427,662019322,20,ETI,1900-01-01,2016,1344189.0,0.0,1,1900
1428,662025006,22,ETI,1966-01-01,2016,0.0,0.0,1,1966
1429,662027374,20,GE,1966-01-01,2016,26469.0,0.0,0,1966
1430,662037704,20,ETI,1983-12-15,2016,0.0,1.0,1,1983
1431,662043405,30,GE,1900-01-01,2016,5565109.7,1.0,0,1900
1432,662750074,29,GE,1966-01-01,2016,7535000.0,0.0,0,1966
1433,663650257,29,GE,1966-01-01,2016,0.0,0.0,0,1966
1434,667280143,29,ETI,1972-01-01,2016,0.0,0.0,1,1972
1435,669801383,71,GE,1966-01-01,2016,13301883.0,0.0,0,1966
1436,669803819,26,ETI,1984-05-02,2016,0.0,0.0,1,1984
1437,669839474,71,GE,1900-01-01,2016,0.0,0.0,0,1900
1438,672004660,71,GE,1967-01-01,2016,144414.0,0.0,0,1967
1439,672016292,20,ETI,1967-01-01,2016,0.0,0.0,1,1967
1440,672041902,21,ETI,1900-01-01,2016,0.0,1.0,1,1900
1441,673620399,20,GE,1967-01-01,2016,18400000.0,54.0,0,1967
1442,675620413,22,ETI,1956-01-01,2016,0.0,0.0,1,1956
1443,676180169,25,ETI,1961-01-01,2016,0.0,2.0,1,1961
1444,676250111,21,ETI,1962-01-01,2016,0.0,1.0,1,1962
1445,676680341,25,ETI,1966-01-01,2016,0.0,0.0,1,1966
1446,677280331,25,ETI,1972-01-01,2016,0.0,0.0,1,1972
1447,679804047,71,ETI,1900-01-01,2016,1019000.0,0.0,1,1900
1448,680800810,71,ETI,1968-01-01,2016,0.0,0.0,1,1968
1449,682008222,71,ETI,1968-01-01,2016,283015.0,0.0,1,1968
1450,682030267,71,GE,1977-01-01,2016,168065.0,0.0,0,1977
1451,682031224,20,ETI,1976-01-01,2016,0.0,1.0,1,1976
1452,682041496,71,GE,1983-12-01,2016,0.0,0.0,0,1983
1453,685520041,96,ETI,1955-01-01,2016,0.0,0.0,1,1955
1454,685550444,71,ETI,1955-01-01,2016,70109.0,1.0,1,1955
1455,685780363,22,ETI,1957-01-01,2016,9633.0,0.0,1,1957
1456,686650276,20,ETI,1966-01-01,2016,0.0,0.0,1,1966
1457,688202696,22,ETI,1968-01-01,2016,67101.0,0.0,1,1968
1458,692021058,71,ETI,1900-01-01,2016,0.0,0.0,1,1900
1459,692021470,26,ETI,1969-01-01,2016,0.0,0.0,1,1969
1460,692027808,71,GE,1969-01-01,2016,0.0,0.0,0,1969
1461,692027899,25,ETI,1998-11-01,2016,0.0,0.0,1,1998
1462,692034945,20,ETI,1969-01-01,2016,0.0,0.0,1,1969
1463,692037518,71,ETI,1969-01-01,2016,580000.0,0.0,1,1969
1464,692039688,32,ETI,1969-01-01,2016,0.0,0.0,1,1969
1465,693650194,29,ETI,1969-01-01,2016,10000.0,0.0,1,1969
1466,699800306,26,ETI,1900-01-01,2016,0.0,0.0,1,1900
1467,699806675,71,ETI,1969-01-01,2016,159000.0,5.0,1,1969
1468,800874885,71,ETI,2014-02-20,2016,0.0,0.0,1,2014
1469,803954270,71,GE,2014-09-01,2016,18110.0,0.0,0,2014
1470,804876027,71,GE,2014-10-01,2016,0.0,0.0,0,2014
1471,812049948,62,ETI,2015-06-04,2016,0.0,0.0,1,2015
1472,812961654,71,ETI,2015-08-03,2016,0.0,0.0,1,2015
1473,813980935,29,ETI,2015-10-05,2016,0.0,0.0,1,2015
1474,814068748,62,ETI,2015-09-30,2016,548786.0,0.0,1,2015
1475,814087276,22,ETI,2015-10-01,2016,633897.0,4.0,1,2015
1476,814098851,62,ETI,2015-09-01,2016,0.0,0.0,1,2015
1477,814177432,62,ETI,2015-07-23,2016,112000.0,0.0,1,2015
1478,814523007,71,ETI,2015-10-27,2016,0.0,0.0,1,2015
1479,814565404,71,GE,2015-11-09,2016,0.0,0.0,0,2015
1480,815420344,30,ETI,1954-01-01,2016,0.0,1.0,1,1954
1481,817439524,71,GE,2015-12-17,2016,2971000.0,0.0,0,2015
1482,824652341,29,ETI,2016-12-30,2016,0.0,0.0,1,2016
1483,836150151,22,ETI,1961-01-01,2016,0.0,0.0,1,1961
1484,837150366,26,ETI,1956-01-01,2016,959751.0,0.0,1,1956
1485,847180064,21,ETI,1988-01-01,2016,28142.0,0.0,1,1988
1486,858201601,21,ETI,1958-01-01,2016,0.0,0.0,1,1958
1487,866800550,25,GE,1966-01-01,2016,0.0,0.0,0,1966
1488,871500229,22,ETI,1971-01-01,2016,98259.0,4.0,1,1971
1489,872803390,62,ETI,1972-01-01,2016,143470.0,0.0,1,1972
1490,875520017,20,ETI,1955-01-01,2016,0.0,0.0,1,1955
1491,875550238,26,ETI,1955-01-01,2016,158281.0,0.0,1,1955
1492,875751091,29,GE,1957-01-01,2016,0.0,0.0,0,1957
1493,886350230,25,ETI,1963-01-01,2016,0.0,0.0,1,1963
1494,897080289,26,ETI,1970-01-01,2016,2070422.0,12.0,1,1970
1495,897280426,30,ETI,1972-01-01,2016,0.0,1.0,1,1972
1496,905650560,25,GE,1956-01-01,2016,890.0,0.0,0,1956
1497,906820030,32,ETI,1964-01-01,2016,150.0,0.0,1,1964
1498,906820105,25,GE,1968-01-01,2016,0.0,0.0,0,1968
1499,925420077,26,GE,1973-01-01,2016,0.0,0.0,0,1973
1500,935750232,25,ETI,1957-01-01,2016,0.0,0.0,1,1957
1501,946750981,20,ETI,1967-01-01,2016,0.0,0.0,1,1967
1502,950020180,32,ETI,1980-01-01,2016,26047.0,1.0,1,1980
1503,950020941,26,ETI,1900-01-01,2016,0.0,0.0,1,1900
1504,950044578,71,ETI,1900-01-01,2016,0.0,0.0,1,1900
1505,950393777,71,ETI,1989-09-25,2016,0.0,0.0,1,1989
1506,950417493,20,ETI,1989-10-12,2016,1700000.0,0.0,1,1989
1507,950564476,71,ETI,1989-09-11,2016,0.0,0.0,1,1989
1508,950596429,30,ETI,1989-09-01,2016,0.0,0.0,1,1989
1509,954200838,25,ETI,1954-01-01,2016,0.0,0.0,1,1954
1510,954506077,29,GE,1954-01-01,2016,21700000.0,0.0,0,1954
1511,955511324,95,ETI,1955-01-01,2016,0.0,0.0,1,1955
1512,956201164,32,ETI,1956-01-01,2016,0.0,0.0,1,1956
1513,956501100,20,GE,1956-01-01,2016,0.0,0.0,0,1956
1514,957200306,20,ETI,1976-01-01,2016,46000.0,0.0,1,1976
1515,957503642,32,ETI,1957-01-01,2016,0.0,0.0,1,1957
1516,957522071,25,ETI,1957-01-01,2016,0.0,0.0,1,1957
1517,960504728,25,ETI,1960-01-01,2016,0.0,0.0,1,1960
1518,960505063,71,ETI,1960-01-01,2016,0.0,0.0,1,1960
1519,961502184,71,ETI,1961-01-01,2016,0.0,0.0,1,1961
1520,964200497,20,GE,1964-01-01,2016,0.0,8.0,0,1964
1521,967501685,32,ETI,1967-01-01,2016,290992.0,0.0,1,1967
1522,967504945,95,ETI,1967-01-01,2016,0.0,0.0,1,1967
1523,968502559,71,ETI,1968-01-01,2016,1826000.0,0.0,1,1968
1524,969509892,29,ETI,1969-01-01,2016,0.0,0.0,1,1969
1525,970201984,71,GE,1998-01-27,2016,0.0,0.0,0,1998
1526,970507174,29,GE,1970-01-01,2016,0.0,0.0,0,1970
1527,971502448,72,GE,1900-01-01,2016,15446961.0,0.0,0,1900
1528,971509070,20,GE,1971-01-01,2016,209119.27,24.0,0,1971
1529,972506075,71,ETI,1900-01-01,2016,0.0,0.0,1,1900
1530,986120186,20,GE,1961-01-01,2016,77737.0,1.0,0,1961
1531,400054383,71,GE,1994-12-01,2017,0.0,0.0,0,1994
1532,400072997,25,ETI,1995-01-18,2017,928011.0,0.0,1,1995
1533,400132627,25,ETI,1995-02-15,2017,0.0,0.0,1,1995
1534,400214888,25,ETI,1995-01-25,2017,0.0,0.0,1,1995
1535,400256780,20,GE,1995-03-06,2017,83000.0,0.0,0,1995
1536,400305223,71,GE,1995-02-01,2017,0.0,0.0,0,1995
1537,400357885,62,GE,1995-02-13,2017,1627000.0,0.0,0,1995
1538,400370250,71,GE,1995-03-01,2017,0.0,0.0,0,1995
1539,400513602,20,ETI,1995-03-23,2017,27385.0,0.0,1,1995
1540,400575569,25,ETI,1995-03-29,2017,0.0,0.0,1,1995
1541,400597654,20,ETI,1995-03-01,2017,0.0,0.0,1,1995
1542,400604377,29,ETI,1995-02-10,2017,0.0,0.0,1,1995
1543,400916979,22,ETI,1995-04-01,2017,0.0,0.0,1,1995
1544,401077938,71,GE,1994-04-27,2017,50130.0,0.0,0,1994
1545,401315999,25,GE,1995-03-01,2017,0.0,0.0,0,1995
1546,401324843,25,ETI,1995-06-09,2017,0.0,0.0,1,1995
1547,401336342,62,ETI,1995-06-01,2017,0.0,0.0,1,1995
1548,401440268,62,GE,1995-05-24,2017,0.0,0.0,0,1995
1549,401502661,71,ETI,1995-06-01,2017,0.0,0.0,1,1995
1550,401503792,71,ETI,1995-06-26,2017,61109.0,0.0,1,1995
1551,401686795,25,ETI,1995-07-03,2017,0.0,0.0,1,1995
1552,401791959,71,ETI,1995-07-25,2017,1455276.0,4.0,1,1995
1553,401802087,26,ETI,1995-07-27,2017,406617.0,0.0,1,1995
1554,401872510,32,ETI,1995-07-15,2017,0.0,0.0,1,1995
1555,401878699,25,ETI,1995-08-01,2017,0.0,0.0,1,1995
1556,402011175,21,ETI,1995-08-16,2017,370000.0,0.0,1,1995
1557,402112403,71,GE,1995-08-24,2017,0.0,0.0,0,1995
1558,402114474,22,ETI,1995-09-01,2017,0.0,0.0,1,1995
1559,402125033,62,ETI,1995-09-01,2017,0.0,0.0,1,1995
1560,402171656,25,ETI,1995-09-01,2017,0.0,1.0,1,1995
1561,402207963,32,ETI,1995-09-11,2017,0.0,0.0,1,1995
1562,402222483,21,GE,1995-09-12,2017,946189.0,0.0,0,1995
1563,402237671,71,ETI,1995-09-15,2017,0.0,0.0,1,1995
1564,402250427,71,ETI,1995-09-01,2017,437528.0,0.0,1,1995
1565,402261234,26,ETI,1995-09-01,2017,393000.0,0.0,1,1995
1566,402336085,62,ETI,1994-11-01,2017,25819.0,0.0,1,1994
1567,402460174,71,GE,1995-10-02,2017,0.0,0.0,0,1995
1568,402466643,62,GE,1995-10-07,2017,0.0,0.0,0,1995
1569,402473649,71,GE,1995-10-01,2017,0.0,0.0,0,1995
1570,402523088,26,ETI,1995-10-06,2017,2196179.0,0.0,1,1995
1571,402565147,25,GE,1995-10-10,2017,0.0,0.0,0,1995
1572,402674329,21,ETI,1995-11-01,2017,326606.0,0.0,1,1995
1573,402790133,22,ETI,1995-11-02,2017,488688.0,0.0,1,1995
1574,402896666,25,ETI,1995-11-09,2017,0.0,0.0,1,1995
1575,402976088,62,GE,1995-11-20,2017,47000.0,0.0,0,1995
1576,403009483,71,GE,1995-11-01,2017,0.0,0.0,0,1995
1577,403038037,25,GE,1995-12-05,2017,1162000.0,1.0,0,1995
1578,403090426,22,ETI,1995-11-29,2017,0.0,0.0,1,1995
1579,403092216,26,ETI,1995-12-26,2017,1246829.0,0.0,1,1995
1580,403119431,29,ETI,1995-11-28,2017,0.0,0.0,1,1995
1581,403162670,71,ETI,1996-01-01,2017,0.0,0.0,1,1996
1582,403180805,20,GE,1995-12-15,2017,1484106.0,0.0,0,1995
1583,403184120,71,GE,1995-12-20,2017,0.0,0.0,0,1995
1584,403184344,25,ETI,1995-12-21,2017,1117267.0,0.0,1,1995
1585,403256944,71,ETI,1995-12-26,2017,4400000.0,39.0,1,1995
1586,403283591,62,GE,1995-12-18,2017,0.0,0.0,0,1995
1587,403284805,96,ETI,1996-01-01,2017,0.0,0.0,1,1996
1588,403293103,71,ETI,1995-12-12,2017,0.0,0.0,1,1995
1589,403340029,62,GE,1996-01-01,2017,0.0,0.0,0,1996
1590,403420656,25,ETI,1996-02-01,2017,0.0,0.0,1,1996
1591,403505688,71,GE,1995-11-08,2017,0.0,0.0,0,1995
1592,403519689,62,ETI,1996-02-01,2017,80122.0,0.0,1,1996
1593,403649130,25,ETI,1996-01-22,2017,0.0,0.0,1,1996
1594,403719917,25,ETI,1996-01-02,2017,0.0,0.0,1,1996
1595,403748379,26,GE,1995-12-25,2017,0.0,0.0,0,1995
1596,403778079,71,ETI,1995-12-22,2017,0.0,0.0,1,1995
1597,404000218,32,ETI,1995-12-20,2017,0.0,0.0,1,1995
1598,404191447,71,GE,1996-03-15,2017,4086000.0,0.0,0,1996
1599,404324790,22,ETI,1996-04-01,2017,0.0,0.0,1,1996
1600,404536922,62,ETI,1996-03-20,2017,389249.0,0.0,1,1996
1601,404840639,26,ETI,1996-02-15,2017,0.0,0.0,1,1996
1602,404853186,25,GE,1996-02-02,2017,0.0,0.0,0,1996
1603,404910994,30,ETI,1996-04-01,2017,0.0,0.0,1,1996
1604,405035981,25,ETI,1996-04-01,2017,0.0,0.0,1,1996
1605,405158312,72,GE,1996-04-01,2017,8145298.0,0.0,0,1996
1606,405316647,71,ETI,1996-05-01,2017,0.0,0.0,1,1996
1607,405398736,62,ETI,1996-05-20,2017,0.0,0.0,1,1996
1608,407530641,62,ETI,1995-10-01,2017,0.0,0.0,1,1995
1609,407634542,21,ETI,1996-12-31,2017,2020960.0,0.0,1,1996
1610,407675958,26,ETI,1996-05-24,2017,0.0,0.0,1,1996
1611,407697366,25,ETI,1996-06-10,2017,0.0,0.0,1,1996
1612,408067262,22,ETI,1996-06-13,2017,0.0,0.0,1,1996
1613,408203602,62,ETI,1996-07-01,2017,0.0,0.0,1,1996
1614,408342616,72,GE,1996-07-11,2017,0.0,0.0,0,1996
1615,408455426,25,GE,1996-07-24,2017,0.0,0.0,0,1996
1616,408468841,20,ETI,1996-07-29,2017,0.0,0.0,1,1996
1617,408484277,25,ETI,1996-07-31,2017,0.0,0.0,1,1996
1618,408492304,20,ETI,1996-07-01,2017,33672.0,0.0,1,1996
1619,408492544,71,GE,1996-07-31,2017,0.0,0.0,0,1996
1620,408629343,25,ETI,1996-07-15,2017,0.0,0.0,1,1996
1621,408709897,25,ETI,1996-08-27,2017,0.0,0.0,1,1996
1622,408720282,32,ETI,1996-09-01,2017,3954567.0,13.0,1,1996
1623,408832301,62,ETI,1996-10-01,2017,0.0,0.0,1,1996
1624,408888659,71,GE,1996-08-10,2017,0.0,0.0,0,1996
1625,409122967,71,GE,1996-09-19,2017,0.0,0.0,0,1996
1626,409166840,25,ETI,1996-09-25,2017,0.0,0.0,1,1996
1627,409214244,62,GE,1996-09-01,2017,0.0,0.0,0,1996
1628,409463866,96,GE,1996-10-15,2017,0.0,0.0,0,1996
1629,409491685,20,GE,1996-10-09,2017,142506.0,0.0,0,1996
1630,409514692,29,GE,1996-10-01,2017,0.0,0.0,0,1996
1631,409578192,71,GE,1996-10-11,2017,0.0,0.0,0,1996
1632,409612785,32,ETI,1996-11-02,2017,0.0,2.0,1,1996
1633,409706520,71,GE,1996-07-01,2017,0.0,0.0,0,1996
1634,409714623,62,ETI,1996-11-07,2017,0.0,0.0,1,1996
1635,409722956,29,ETI,1996-10-31,2017,789411.0,2.0,1,1996
1636,409734340,22,ETI,1996-10-14,2017,0.0,0.0,1,1996
1637,409767720,20,GE,1996-11-06,2017,0.0,0.0,0,1996
1638,409768520,72,GE,1996-11-08,2017,9711000.0,11.0,0,1996
1639,409775202,71,ETI,1996-10-15,2017,0.0,0.0,1,1996
1640,409783438,20,ETI,1996-10-11,2017,0.0,0.0,1,1996
1641,409886496,71,ETI,1996-11-12,2017,120000.0,1.0,1,1996
1642,409900149,96,GE,1996-12-01,2017,0.0,0.0,0,1996
1643,409913027,22,ETI,1996-11-25,2017,0.0,0.0,1,1996
1644,409982709,71,ETI,1996-11-22,2017,0.0,0.0,1,1996
1645,409984226,71,GE,1996-10-25,2017,0.0,0.0,0,1996
1646,410072110,71,ETI,1996-12-02,2017,0.0,0.0,1,1996
1647,410079065,71,GE,1996-11-01,2017,0.0,0.0,0,1996
1648,410081640,22,ETI,1996-12-02,2017,635313.0,0.0,1,1996
1649,410087159,62,ETI,1996-11-14,2017,56609.0,0.0,1,1996
1650,410109698,71,ETI,1996-11-26,2017,0.0,3.0,1,1996
1651,410129894,71,ETI,1997-01-01,2017,0.0,0.0,1,1997
1652,410140057,20,ETI,1996-12-09,2017,0.0,0.0,1,1996
1653,410206270,29,GE,1996-12-13,2017,5661100.0,0.0,0,1996
1654,410206361,71,GE,1996-12-13,2017,22522271.0,0.0,0,1996
1655,410219042,20,ETI,1996-12-02,2017,381000.0,0.0,1,1996
1656,410231120,71,ETI,1996-10-31,2017,0.0,0.0,1,1996
1657,410268767,22,ETI,1996-12-16,2017,0.0,0.0,1,1996
1658,410295711,62,ETI,1996-12-20,2017,197541.0,0.0,1,1996
1659,410327910,71,GE,1996-09-01,2017,467335.0,0.0,0,1996
1660,410352777,21,GE,1996-12-20,2017,0.0,0.0,0,1996
1661,410354930,29,ETI,1997-10-27,2017,159000.0,0.0,1,1997
1662,410355028,29,ETI,1996-12-23,2017,0.0,0.0,1,1996
1663,410383533,95,ETI,1996-12-24,2017,230488.0,0.0,1,1996
1664,410458624,26,ETI,1996-12-20,2017,623000.0,0.0,1,1996
1665,410459887,25,ETI,1996-12-13,2017,0.0,0.0,1,1996
1666,410577100,71,ETI,1997-01-01,2017,0.0,0.0,1,1997
1667,410590962,30,ETI,1997-01-01,2017,0.0,0.0,1,1997
1668,410761688,71,ETI,1997-01-08,2017,16000.0,0.0,1,1997
1669,410790448,71,ETI,1997-01-14,2017,0.0,0.0,1,1997
1670,410824585,20,ETI,1997-02-04,2017,106968.0,0.0,1,1997
1671,410870083,29,ETI,1997-01-01,2017,0.0,0.0,1,1997
1672,410955983,71,GE,1997-02-10,2017,0.0,0.0,0,1997
1673,411018781,71,ETI,1997-01-20,2017,89786.0,0.0,1,1997
1674,411120207,96,ETI,1997-01-01,2017,0.0,0.0,1,1997
1675,411195043,26,GE,1997-03-01,2017,0.0,1.0,0,1997
1676,411200165,21,ETI,1997-02-14,2017,0.0,0.0,1,1997
1677,411551633,71,ETI,1997-03-20,2017,225000.0,0.0,1,1997
1678,411589070,32,ETI,1997-03-17,2017,0.0,0.0,1,1997
1679,411746977,29,ETI,1997-04-11,2017,124992.0,0.0,1,1997
1680,411887011,25,ETI,1997-04-24,2017,0.0,0.0,1,1997
1681,412140907,25,ETI,1997-05-15,2017,0.0,0.0,1,1997
1682,412162448,26,ETI,1997-04-01,2017,1190696.0,0.0,1,1997
1683,412378895,95,ETI,1997-05-20,2017,0.0,0.0,1,1997
1684,412442519,71,ETI,1997-06-05,2017,1504000.0,0.0,1,1997
1685,412552960,25,ETI,1997-06-12,2017,31922.0,0.0,1,1997
1686,412827321,32,ETI,1997-06-01,2017,0.0,0.0,1,1997
1687,412860702,71,GE,1997-06-25,2017,0.0,0.0,0,1997
1688,412908980,96,GE,1997-06-24,2017,0.0,0.0,0,1997
1689,413101908,25,ETI,1997-08-01,2017,0.0,1.0,1,1997
1690,413109810,71,GE,1997-07-04,2017,0.0,0.0,0,1997
1691,413214164,29,GE,1997-09-01,2017,0.0,0.0,0,1997
1692,413385527,72,GE,1997-06-09,2017,0.0,0.0,0,1997
1693,413446071,71,GE,1997-07-03,2017,0.0,0.0,0,1997
1694,413465055,25,ETI,1997-08-13,2017,0.0,0.0,1,1997
1695,413581034,20,ETI,1997-08-28,2017,692491.0,0.0,1,1997
1696,413902214,22,ETI,1997-09-17,2017,0.0,0.0,1,1997
1697,413926320,71,ETI,1997-09-09,2017,0.0,0.0,1,1997
1698,414289041,25,ETI,1997-10-14,2017,0.0,0.0,1,1997
1699,414353250,62,ETI,1997-09-19,2017,0.0,0.0,1,1997
1700,414392985,62,ETI,1997-11-10,2017,0.0,0.0,1,1997
1701,414393694,71,ETI,1997-11-01,2017,0.0,0.0,1,1997
1702,414442558,29,ETI,1997-11-12,2017,0.0,0.0,1,1997
1703,414448464,32,ETI,1997-11-17,2017,0.0,1.0,1,1997
1704,414573964,20,ETI,1997-11-24,2017,0.0,0.0,1,1997
1705,414574053,20,GE,1997-11-24,2017,1047227.0,0.0,0,1997
1706,414668194,29,GE,1997-12-01,2017,352000.0,0.0,0,1997
1707,414713768,29,GE,1997-12-05,2017,0.0,0.0,0,1997
1708,414728964,71,ETI,1997-12-09,2017,107380.0,0.0,1,1997
1709,414789016,20,ETI,1997-12-15,2017,104881.0,0.0,1,1997
1710,414804161,62,GE,1997-11-21,2017,0.0,0.0,0,1997
1711,414815217,30,GE,1997-12-01,2017,50262.0,543.0,0,1997
1712,414917856,20,GE,1997-12-19,2017,0.0,0.0,0,1997
1713,414965053,62,GE,1997-12-18,2017,0.0,0.0,0,1997
1714,414969584,26,GE,1997-12-29,2017,12338000.0,89.0,0,1997
1715,414984963,62,GE,1997-12-17,2017,0.0,0.0,0,1997
1716,415066117,20,ETI,1997-09-01,2017,208404.0,0.0,1,1997
1717,415110808,71,GE,1998-01-13,2017,0.0,0.0,0,1998
1718,415119239,20,ETI,1998-01-01,2017,402193.0,0.0,1,1998
1719,415238179,71,GE,1998-01-02,2017,0.0,0.0,0,1998
1720,415395896,71,ETI,1998-01-01,2017,0.0,0.0,1,1998
1721,415550110,25,ETI,1955-01-01,2017,0.0,0.0,1,1955
1722,415550227,20,ETI,1955-01-01,2017,291458.0,0.0,1,1955
1723,415550284,20,ETI,1955-01-01,2017,0.0,3.0,1,1955
1724,415720051,25,ETI,1957-01-01,2017,0.0,0.0,1,1957
1725,415750660,20,ETI,1957-01-01,2017,1047000.0,1.0,1,1957
1726,416350239,20,ETI,1963-01-01,2017,0.0,0.0,1,1963
1727,417350311,21,ETI,1984-04-01,2017,7566000.0,1.0,1,1984
1728,417350386,21,ETI,1982-09-06,2017,0.0,0.0,1,1982
1729,417534401,71,ETI,1998-01-09,2017,20528.0,0.0,1,1998
1730,417736311,62,ETI,1998-02-05,2017,0.0,0.0,1,1998
1731,417817392,62,ETI,1998-01-01,2017,0.0,0.0,1,1998
1732,418108569,25,ETI,1998-03-19,2017,0.0,0.0,1,1998
1733,418143624,22,ETI,1998-03-18,2017,0.0,0.0,1,1998
1734,418165460,72,ETI,1998-03-01,2017,0.0,1.0,1,1998
1735,418166096,62,GE,1998-04-01,2017,1280000.0,0.0,0,1998
1736,418204517,71,GE,1998-02-23,2017,0.0,0.0,0,1998
1737,418215075,20,ETI,1998-03-25,2017,3644.0,0.0,1,1998
1738,418245262,22,ETI,1998-04-01,2017,0.0,0.0,1,1998
1739,418397055,32,ETI,1998-03-16,2017,129448.0,2.0,1,1998
1740,418425716,20,ETI,1998-02-27,2017,191353.0,0.0,1,1998
