siren,2016_CIR,2017_CIR,2018_CIR,2019_CIR,2020_CIR,2021_CIR,2022_CIR,2023_CIR
504546102,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
504573486,0.0,0,0.0,0.0,0.0,0.0,0,0.0
504586140,64797,64797.0,0.0,0.0,0.0,0.0,,
504589797,17852.0,6273.0,0.0,0.0,0.0,0,0.0,
504636390,0.0,0,0.0,0.0,0.0,0.0,0,0.0
504782343,71865.0,0.0,0.0,0.0,0.0,0,0.0,0.0
504787565,3129575.0,3784956.0,,3679720.0,3958615,4899261.0,,
504809492,0,0.0,23074.0,0.0,0.0,0.0,0.0,
504817925,,,,,,0,0.0,0.0
504834409,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
504842568,208592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504871765,,,0,,,,,
504884719,0,215970.0,236593.0,296728.0,361159.0,310044.0,334753.0,585628.0
504932914,4440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504940925,28500000.0,6952000,8701117.0,7916000.0,15090000.0,9273000.0,8062000,9624000.0
504941337,15740000,19726000.0,24812000.0,26656000.0,79974000.0,28876000.0,27379000.0,30561000.0
504943663,,,,,,0,0.0,0.0
504950536,,0,0.0,0.0,9840.0,,,
505004267,0,0.0,0.0,0.0,0.0,0.0,,
505005652,0.0,0.0,0,0.0,0,0.0,0.0,0.0
505027623,0.0,0,0.0,,,0.0,,
505030841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505037044,0.0,,0.0,0.0,0.0,0.0,361606,66445.0
505104729,0.0,0.0,0,0.0,,,,
505112987,0,,,,30000,,48229.0,124690.0
505115337,83898.0,0,,,0,665090.0,0.0,1019058.0
505198242,,,,0.0,0,0.0,0.0,0.0
505203000,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
505226878,0.0,0.0,,,0.0,0,0.0,0.0
505273334,,,0.0,0.0,0.0,0,0.0,0.0
505275099,0,0.0,0.0,0.0,0.0,0.0,0.0,
505280727,0.0,,,0.0,0.0,0.0,380950,
505347039,0.0,,,,,,,
505347237,,,15361.0,7.0,84000.0,80000.0,292000.0,0.0
505403485,0.0,0.0,0,0.0,0,0.0,0.0,0.0
506450113,0,0.0,0.0,2667.0,0.0,0.0,0.0,0.0
507406759,,,0.0,0.0,0.0,,0.0,
507484863,604286.06,353906.0,,462929.0,0,0.0,0.0,
507520088,381100.0,0.0,0.0,242689.0,0.0,0,0.0,0.0
507546943,,0.0,0.0,0.0,0,0.0,0.0,
507601789,959000.0,478000.0,1482000.0,1293000.0,778000.0,534000,305000.0,
507661676,,0.0,0.0,0.0,,,,
507701456,,0.0,2065.5,0.0,,,,
507706844,0,,0.0,,0.0,0.0,0.0,0.0
507738862,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
507759611,,,619601.0,853226.0,911956.0,0.0,311451.6,308000.0
507766335,0.0,0,0.0,0.0,0.0,0.0,0,0.0
507792968,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507843167,0.0,0.0,0.0,0.0,0.0,5701,0.0,0.0
