siren,2022_CIR,2023_CIR,2019_CIR,2021_CIR,2018_CIR,2020_CIR,2016_CIR,2017_CIR
820890119,,,,,796.0,0.0,,
820950129,,,0.0,,,,,
820961647,,0.0,,,,,,
821013422,0.0,,,,,,0.0,0.0
821013455,0.0,,,,,,,0.0
821037330,,,,,,,,0.0
821070943,,,0.0,,,0.0,,
821096302,,,0.0,55604.0,,,0.0,0.0
821098282,,,,,,0.0,,
821103876,,,,,0.0,0.0,,
821125820,,,35959.0,117458.0,,155144.0,,
821131844,0.0,,,,,,,0.0
821155124,,,,0.0,0.0,0.0,,
821174984,,2328744.0,,,,,,
821212008,,,,,,0.0,,
821233970,,,0.0,,,,,
821258514,,,0.0,1575034.0,,,,
821284189,323936.0,,,,,,,
821373024,,0.0,,,,,0.0,
821452380,,,0.0,0.0,0.0,,,
821454733,,0.0,,,,,,
821491859,,,,,7439.0,0.0,,
821614781,0.0,,,,,,,
821615978,,765718.0,,,,,0.0,
821646163,0.0,0.0,,,,,,
821659224,,,,0.0,0.0,,,
821659646,0.0,,,,,,,0.0
821717675,,0.0,,,,,0.0,
821720737,,,,,0.0,0.0,,
821723624,,,,,0.0,0.0,,
821735073,,26596.0,,,,,,
821749587,0.0,,,,,,,
821823002,,,,,0.0,0.0,,
821839073,,,0.0,,,,,
821842986,0.0,,,,,,,
821897873,170719.0,,,,,,,133411.0
821922507,,,,,0.0,0.0,,
822001665,0.0,0.0,,,,,,
822006987,0.0,,,,,,,0.0
822129136,14765.0,,,,,,,0.0
822153581,,,,,0.0,0.0,,
822200986,,0.0,,,,,,
822298121,0.0,,,,0.0,,,
822393591,,,,,,,,235386.0
822419727,,,0.0,0.0,,,,
822445839,0.0,,,,,,,
822476370,,,0.0,0.0,0.0,,,
822487658,,,140709.0,,130328.0,110323.0,,
822541264,,,0.0,0.0,,,,
822577649,0.0,,,,,,,0.0
822620225,0.0,,,,,,,
822643771,,,0.0,0.0,,,,
822663118,,,,0.0,,,,
822675005,0.0,,,,,,,0.0
822725925,407923.0,,,,,,,
822789046,0.0,,,,,,,0.0
822807798,,,,0.0,,,0.0,
822846044,,,,,0.0,0.0,,
822846366,,,0.0,0.0,0.0,,,
822981536,,0.0,,,,,,
823003769,,0.0,,,,,,0.0
823040266,,,0.0,0.0,,,,
823060405,0.0,,,,,,,0.0
823064704,,1800.0,,,,,,
823114087,,,,,0.0,0.0,,
823120472,0.0,0.0,,,,,,
823191416,,0.0,,,,,0.0,
823211362,,,,0.0,,,,
823227806,,,0.0,0.0,0.0,,,
823240940,,,,,,,,0.0
823326061,,,0.0,0.0,0.0,,,
823335906,0.0,,,,,,,0.0
823369947,0.0,,,,,,,0.0
823443395,,,,,0.0,,,
823460738,,,,,0.0,0.0,,
823464334,,,0.0,0.0,,,,
823464391,,,,,,,0.0,
823503628,,,,0.0,,0.0,,
823503719,,0.0,,,,,,
823623301,,,0.0,0.0,,0.0,,
823626452,0.0,,,,,0.0,,
823647060,0.0,,,,,,,0.0
823656152,,0.0,,,,,,
823740915,,,,,0.0,0.0,,
823825872,,,,,0.0,0.0,,
823832373,0.0,,,,,,,
823902002,,,0.0,0.0,,0.0,,
823921192,,,,,,,0.0,
823943055,,,,,0.0,0.0,,
824007520,,,285304.0,28389.0,,,,
824028930,0.0,,,,,,,0.0
824031090,,0.0,,,,,,
824032668,,,0.0,0.0,,,,
824043939,,,0.0,0.0,39407.0,,,
824082028,,,496000.0,959000.0,,,,
824110613,,0.0,,,,,0.0,
824119713,,,0.0,,0.0,,,
824199426,,,,0.0,,0.0,,
824245104,0.0,,,,,,,0.0
824271142,0.0,0.0,,,,,,0.0
824279780,,,,,0.0,0.0,,
824304273,,,0.0,,,,,
824321855,,,,,0.0,,,
824327647,,,oui,264713.0,0.0,,,
824351712,,,,0.0,0.0,0.0,,
824358147,0.0,0.0,,,,,,
824365449,,,,0.0,,,,
824393169,,,0.0,0.0,,,,
824455679,,,0.0,403212.0,1048642.0,,,
824488126,,,0.0,0.0,,,,
824521264,,,,,,,0.0,0.0
824522239,0.0,,,,,,,
824528129,,,0.0,,0.0,0.0,,
824537880,,,,,0.0,0.0,,
824540074,,,0.0,0.0,,,,
824544977,0.0,,,,,,,
824556021,,,0.0,0.0,,,,
824564900,,,0.0,295107.0,,,,
824565220,0.0,,,,,,,0.0
824569297,,0.0,,,,,,
824573612,,,,,,,0.0,
824579163,0.0,,,,,,,0.0
824609598,,,0.0,0.0,,,,
824609606,,0.0,,,,,0.0,0.0
824609739,,,,,0.0,0.0,,
824626444,,0.0,,,,,,
824651509,0.0,,,,,,,0.0
824652341,0.0,0.0,,,,,0.0,0.0
824659379,,,,,,0.0,,
824790372,0.0,0.0,,,,0.0,,
824794655,,,0.0,,0.0,0.0,,
824903561,0.0,,,,,,,
824983886,,,,,0.0,,,
825128655,,0.0,,,,,,
825128689,,,,0.0,,,,
825306277,,,,,,,,0.0
825406853,,0.0,,,,,,
825720493,0.0,,,,,,,8259.0
825720501,,,,,,,0.0,
827452285,0.0,,,,,,,
827516915,,,77682.0,0.0,,0.0,,
827583485,,,,oui,0.0,0.0,,
827610882,,,,,,0.0,,
827681396,,,,,,,,0.0
827706052,0.0,,,,,,,0.0
827741406,,,,,,,0.0,
827743535,,,,,0.0,0.0,,
827743592,0.0,,,,,,0.0,0.0
827776881,,,,,,0.0,,
827777392,,,0.0,0.0,,,,
827802653,,,,0.0,,,,
828057224,,,0.0,474778.0,,,,
828082008,0.0,0.0,,,,,,0.0
828245761,,,0.0,0.0,,0.0,,
828518472,,,0.0,0.0,0.0,,,
828526160,,0.0,,,,,,
828560425,,,,,,,,0.0
