siren,division,dateCreationUniteLegale,annee,brevets,CIR,idEti
342047560,22,1987,2016,0.0,0.0,1
342058575,32,1987,2016,0.0,0.0,1
342157898,62,1987,2016,0.0,0.0,0
342174018,71,1987,2016,0.0,0.0,1
342176443,71,1987,2016,0.0,0.0,0
342192150,29,1987,2016,220.0,3781000.0,0
342280609,95,1987,2016,0.0,509782.0,1
342348695,62,1987,2016,0.0,0.0,1
342349263,96,1987,2016,0.0,0.0,1
342438785,22,1987,2016,1.0,758000.0,1
342500956,71,1987,2016,0.0,0.0,0
342504412,62,1987,2016,0.0,205811.0,1
342591286,62,1987,2016,0.0,0.0,1
342731254,71,1987,2016,0.0,0.0,0
342761095,25,1987,2016,0.0,0.0,1
342952868,71,1987,2016,0.0,0.0,0
342972320,71,1987,2016,0.0,0.0,0
342983566,26,1987,2016,0.0,32669.0,1
343007225,25,1987,2016,0.0,0.0,1
343044830,71,1987,2016,0.0,0.0,0
343090734,25,1987,2016,0.0,0.0,1
343139325,20,1987,2016,0.0,454673.0,1
343189338,22,1987,2016,1.0,0.0,1
343229753,25,1987,2016,0.0,0.0,1
343234142,96,1987,2016,0.0,0.0,1
343238853,71,1987,2016,0.0,153235.0,1
343291464,62,1988,2016,0.0,0.0,0
343366068,25,1988,2016,0.0,0.0,1
343407987,71,1987,2016,0.0,0.0,0
343552287,29,1988,2016,0.0,0.0,1
343584207,71,1987,2016,0.0,0.0,0
343651469,20,1988,2016,0.0,277000.0,0
343758645,71,1988,2016,0.0,0.0,1
343762563,22,1988,2016,0.0,0.0,1
343979092,20,1987,2016,0.0,0.0,0
344011705,71,1988,2016,0.0,0.0,1
344097902,21,1988,2016,8.0,881333.0,1
344109285,71,1988,2016,0.0,0.0,1
344122262,62,1988,2016,0.0,0.0,1
344126602,26,1988,2016,0.0,257964.0,1
344237276,71,1988,2016,0.0,0.0,1
344347232,20,1988,2016,0.0,6720833.0,0
344436225,72,1988,2016,20.0,7074000.0,0
344496252,62,1988,2016,80.0,19000000.0,1
344545645,71,1988,2016,0.0,0.0,1
344600176,22,1988,2016,0.0,0.0,1
344695549,96,1988,2016,0.0,0.0,1
344713839,20,1988,2016,0.0,0.0,1
344738422,22,1988,2016,0.0,0.0,1
344844998,29,1988,2016,16.0,2700000.0,1
345004147,25,1988,2016,1.0,181150.0,1
345039416,62,1988,2016,0.0,0.0,0
345047419,25,1988,2016,0.0,0.0,1
345047690,25,1988,2016,0.0,0.0,1
345048433,20,1988,2016,0.0,0.0,1
345069793,29,1988,2016,0.0,0.0,1
345081459,71,1988,2016,0.0,743395.0,1
345099360,96,1988,2016,0.0,0.0,1
345119184,22,1987,2016,0.0,0.0,1
345222673,71,1988,2016,0.0,0.0,1
345355622,25,1988,2016,0.0,0.0,0
345408272,20,1988,2016,0.0,0.0,1
347406407,32,1988,2016,0.0,0.0,1
347582231,71,1988,2016,0.0,0.0,1
347593691,20,1988,2016,0.0,83730.0,1
347621831,71,1988,2016,0.0,0.0,1
347644817,22,1988,2016,0.0,0.0,1
347721482,25,1988,2016,0.0,0.0,1
347758559,62,1988,2016,0.0,0.0,1
347793754,25,1988,2016,0.0,146667.0,1
347835274,21,1988,2016,0.0,0.0,0
347851800,71,1988,2016,0.0,3417.0,1
347897985,72,1988,2016,1.0,0.0,1
347947442,22,1988,2016,1.0,15014.0,1
348011982,25,1988,2016,0.0,40276.0,1
348112467,22,1988,2016,0.0,0.0,1
348181736,20,1988,2016,0.0,0.0,1
348195199,25,1988,2016,5.0,0.0,1
348339417,25,1988,2016,0.0,0.0,1
348390626,25,1988,2016,1.0,0.0,1
348418732,30,1988,2016,0.0,0.0,1
348481813,22,2002,2016,0.0,0.0,0
348497769,71,1988,2016,0.0,24000.0,1
348552415,26,1988,2016,0.0,0.0,1
348649393,20,1988,2016,0.0,0.0,0
348731050,62,1988,2016,0.0,0.0,1
348736844,25,1988,2016,0.0,0.0,1
348824384,22,1988,2016,0.0,0.0,1
348866799,62,1988,2016,0.0,99237.0,1
348940255,62,1988,2016,0.0,0.0,1
348983842,62,1988,2016,0.0,0.0,1
349048348,25,1989,2016,0.0,0.0,1
349077941,22,1989,2016,0.0,83930.0,1
349078097,20,1989,2016,0.0,127339.0,1
349103531,62,1989,2016,0.0,418936.0,1
349166561,62,1988,2016,0.0,1992348.0,1
349190108,20,1989,2016,0.0,124471.0,1
349276204,71,1989,2016,0.0,0.0,1
349357343,25,1989,2016,1.0,3197042.0,1
349422493,25,1989,2016,0.0,0.0,1
349428755,71,1989,2016,0.0,16191.0,1
349516005,25,1989,2016,0.0,0.0,1
349528356,62,1989,2016,0.0,0.0,1
349769604,25,1989,2016,0.0,83415.0,0
350066882,25,1989,2016,0.0,0.0,1
350077368,25,1988,2016,0.0,687396.0,1
350096277,20,1989,2016,0.0,0.0,1
350142071,62,1989,2016,0.0,225354.0,1
350143921,25,1989,2016,0.0,0.0,1
350155024,20,1989,2016,0.0,34000.0,0
350173894,62,1989,2016,0.0,0.0,1
350219382,20,1989,2016,0.0,0.0,1
350283016,71,1989,2016,0.0,0.0,1
350324695,25,1989,2016,0.0,0.0,1
350357596,25,1989,2016,0.0,0.0,0
