,Unnamed: 0,siren,brevets2016,brevets2017,brevets2018,brevets2019,brevets2020,CIR2016,CIR2017,CIR2018,CIR2019,CIR2020,Id_ETI,dateCreationUniteLegale,division
618,618,380069500,0.0,0.0,0.0,0.0,0.0,36092.0,242919.0,307946.0,0.0,102488.0,0,1990,20
619,619,380105544,0.0,0.0,0.0,0.0,0.0,485787.0,0.0,0.0,0.0,0.0,1,1990,21
620,620,380110304,0.0,0.0,0.0,0.0,0.0,0.0,869338.0,915110.0,861227.0,0.0,0,1990,22
621,621,380169193,0.0,0.0,0.0,0.0,0.0,0.0,37321.0,0.0,0.0,0.0,1,1990,71
622,622,380279463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207000.0,0.0,1,1990,71
623,623,380280081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1990,62
624,624,380333427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1990,22
625,625,380342808,2.0,0.0,3.0,1.0,1.0,0.0,2849000.0,0.0,3511.0,5277190.0,0,1991,25
626,626,380344226,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233000.0,1,1990,25
627,627,380349142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1990,96
628,628,380361980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1990,96
629,629,380453746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1991,29
630,630,380458190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1990,96
631,631,380465112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,71
632,632,380465971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,71
633,633,380478875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,29
634,634,380561969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,62
635,635,380627034,0.0,0.0,0.0,0.0,0.0,20530.0,28398.0,0.0,0.0,0.0,1,1991,22
636,636,380669549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1990,22
637,637,380691311,0.0,0.0,0.0,0.0,0.0,1613.0,0.0,0.0,0.0,0.0,0,1991,71
638,638,380712828,0.0,0.0,0.0,0.0,0.0,0.0,6408000.0,7125000.0,0.0,5017000.0,1,1991,72
639,639,380778654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1991,71
640,640,380784728,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1990,22
641,641,380902569,0.0,0.0,0.0,0.0,0.0,1074536.0,0.0,0.0,1387000.0,1332000.0,1,1991,71
642,642,380905281,0.0,0.0,0.0,0.0,0.0,3679.0,0.0,0.0,0.0,0.0,0,1991,71
643,643,380928713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,25
644,644,381000611,0.0,0.0,0.0,0.0,0.0,13331.0,0.0,0.0,0.0,0.0,1,1991,62
645,645,381030006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,29
646,646,381130129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,71
647,647,381135110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,71
648,648,381135151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,25
649,649,381245067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,62
650,650,381307636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0,1991,71
651,651,381331974,0.0,0.0,0.0,0.0,0.0,0.0,83081.0,0.0,0.0,0.0,1,1991,22
652,652,381508274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,96
653,653,381536267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54194.0,54194.0,1,1991,22
654,654,381673169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1991,71
655,655,381717156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,62
656,656,381805514,0.0,0.0,0.0,0.0,0.0,28212.0,7825.0,19598.0,0.0,280.0,1,1991,26
657,657,381813468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18921.66,1,1991,62
658,658,381837764,0.0,0.0,0.0,0.0,0.0,5518.0,7323.0,8402.0,1062.0,0.0,0,1991,62
659,659,382017143,0.0,0.0,0.0,0.0,0.0,76505.0,155027.0,155027.0,49351.0,80000.0,1,1991,25
660,660,382105823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1991,62
661,661,382167674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,29
662,662,382417210,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,22
663,663,382422079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,25
664,664,382433944,0.0,0.0,0.0,0.0,0.0,0.0,61444.0,19732.0,0.0,30322.0,1,1991,62
665,665,382489029,0.0,0.0,0.0,0.0,0.0,562000.0,690000.0,696000.0,806000.0,1780000.0,1,1991,62
666,666,382515781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,71
667,667,382525244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,25
668,668,382543924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1991,71
669,669,382631273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1766.0,0.0,1,1991,96
670,670,382687549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44587.0,1,1991,62
671,671,382697399,3.0,1.0,0.0,0.0,1.0,0.0,442346.0,0.0,471000.0,536248.0,1,1991,26
672,672,382722239,0.0,0.0,0.0,0.0,0.0,0.0,217956.0,0.0,0.0,0.0,1,1991,26
673,673,382777381,0.0,0.0,0.0,0.0,0.0,0.0,22000.0,0.0,0.0,0.0,1,1991,71
674,674,382782274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,22
675,675,382814150,0.0,0.0,0.0,0.0,0.0,0.0,875655.0,0.0,0.0,0.0,1,1991,21
676,676,382894426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,20
677,677,383117975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,25
678,678,383127172,0.0,0.0,0.0,0.0,0.0,235179.0,255545.0,125539.0,141881.0,112780.0,1,1991,32
679,679,383132081,0.0,0.0,0.0,0.0,0.0,152000.0,413000.0,249000.0,262000.0,798267.0,0,1991,29
680,680,383144102,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1935965.0,2302819.0,1,1991,26
681,681,383361391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,20
682,682,383392453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1991,21
683,683,383470937,0.0,0.0,0.0,0.0,0.0,511000.0,30597000.0,30597000.0,31121000.0,0.0,0,1991,26
684,684,383474814,53.0,40.0,45.0,59.0,53.0,383347.0,33630000.0,1000000.0,420000.0,1400420.0,0,1991,30
685,685,383475092,0.0,0.0,0.0,0.0,0.0,26528000.0,31560000.0,30734000.0,30204000.0,28565000.0,0,1991,26
686,686,383475605,0.0,0.0,0.0,0.0,0.0,24472.0,20447.0,207407.0,274030.0,296493.0,0,1991,71
687,687,383537487,0.0,0.0,0.0,0.0,0.0,36000.0,37000.0,30000.0,36000.0,37000.0,0,1991,20
688,688,383587557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1991,62
689,689,383626256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,62
690,690,383709037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,22
691,691,383720281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,71
692,692,383740545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298290.0,0.0,1,1991,25
693,693,383765799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1991,20
694,694,383820990,0.0,0.0,0.0,0.0,0.0,481166.0,571072.0,750569.0,157485.0,139853.0,1,1991,71
695,695,383871746,0.0,1.0,1.0,0.0,2.0,1446000.0,1475000.0,1587000.0,1148000.0,1427000.0,1,1991,26
696,696,383892338,0.0,0.0,0.0,0.0,0.0,0.0,17332.0,181.0,0.0,9247.0,1,1991,20
697,697,383903390,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31326.0,0.0,0.0,0,1992,71
698,698,383905148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,71
699,699,383938677,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1991,22
700,700,383945649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,22
701,701,383966991,0.0,0.0,0.0,0.0,0.0,1163381.0,1383024.0,1021887.0,1102780.0,1024407.0,1,1991,25
702,702,383967056,0.0,0.0,0.0,0.0,0.0,0.0,38330.0,0.0,0.0,0.0,1,1991,62
703,703,384016606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,20
704,704,384018263,0.0,0.0,0.0,0.0,0.0,226887.0,222921.0,0.0,0.0,152308.0,1,1992,26
705,705,384057287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1991,25
706,706,384093563,9.0,2.0,4.0,5.0,0.0,0.0,0.0,1900000.0,2507000.0,2553000.0,1,1991,20
707,707,384119087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1991,71
708,708,384125050,1.0,0.0,1.0,2.0,2.0,4268000.0,3566000.0,687000.0,0.0,3245022.0,1,1992,30
709,709,384174348,0.0,0.0,0.0,0.0,0.0,0.0,1460.0,0.0,0.0,0.0,1,1991,62
710,710,384295606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,71
711,711,384305660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1992,71
712,712,384310413,0.0,0.0,0.0,0.0,0.0,235067.0,151933.0,60173.0,0.0,0.0,1,1991,71
713,713,384315271,0.0,0.0,0.0,0.0,0.0,297501.0,292905.0,274851.0,268.0,221825.0,1,1992,20
714,714,384326468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62900.0,0.0,1,1992,71
715,715,384449773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214000.0,0.0,0.0,1,1992,26
716,716,384454690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1991,95
717,717,384473534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,25
718,718,384485066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,96
719,719,384546529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,71
720,720,384640199,0.0,0.0,0.0,0.0,0.0,42614.0,73764.0,77631.0,82300.0,0.0,1,1991,71
721,721,384811253,1.0,1.0,1.0,0.0,1.0,88969.0,110161.0,130826.0,145499.0,98149.0,1,1992,29
722,722,384843744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,25
723,723,384872503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,96
724,724,384886610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,22
725,725,384935557,0.0,0.0,0.0,0.0,0.0,45920.0,65494.0,0.0,0.0,128868.0,1,1992,62
726,726,384979555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,26
727,727,384983854,0.0,0.0,0.0,0.0,0.0,70367.0,81346.0,0.0,93263.0,76311.0,1,1992,20
728,728,384989208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,62
729,729,385012513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64497.0,1,1992,20
730,730,385019070,0.0,0.0,0.0,0.0,0.0,479000.0,601000.0,566000.0,412000.0,1311000.0,0,1991,20
731,731,385078183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,20
732,732,385106372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,71
733,733,385166640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,62
734,734,385197736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,21
735,735,385335062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,71
736,736,385358817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,22
737,737,385365713,0.0,0.0,0.0,0.0,0.0,5400000.0,0.0,5214000.0,0.0,7497000.0,0,1992,62
738,738,387468218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,71
739,739,387495799,0.0,0.0,0.0,0.0,0.0,18786.0,151093.0,48422.0,0.0,0.0,1,1992,62
740,740,387566284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,25
741,741,387949530,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5200000.0,1,1992,71
742,742,387957053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185733.0,1,1992,71
743,743,388035107,0.0,0.0,0.0,0.0,0.0,3196.0,4210.0,4964.0,3111.0,0.0,0,1992,71
744,744,388039349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13287.0,0.0,0.0,1,1992,71
745,745,388056962,18.0,5.0,15.0,15.0,8.0,999568.0,1394117.0,724167.0,7597962.0,3764847.0,1,1992,22
746,746,388062796,0.0,1.0,1.0,0.0,0.0,137193.0,169323.0,140127.0,32000.0,0.0,1,1992,22
747,747,388064750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,20
748,748,388237331,0.0,0.0,0.0,0.0,0.0,0.0,283312.0,0.0,0.0,0.0,0,1992,71
749,749,388303554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149042.0,1,1992,20
750,750,388354631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,25
751,751,388432171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515737.7,0.0,1,1992,22
752,752,388452518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1992,71
753,753,388457004,0.0,0.0,0.0,0.0,0.0,0.0,203843.0,231700.0,0.0,163000.0,0,1992,71
754,754,388567406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44256.0,0.0,1,1992,20
755,755,388569063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,25
756,756,388796526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,96
757,757,388835449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,22
758,758,388866212,1.0,2.0,4.0,2.0,2.0,2292000.0,2124000.0,2120459.0,2034290.0,1751000.0,1,1992,20
759,759,388923203,0.0,0.0,0.0,0.0,0.0,18125046.0,142316.0,98190.0,106537.0,122573.0,1,1992,21
760,760,389028515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51531.0,152979.0,1,1992,62
761,761,389187360,0.0,0.0,0.0,0.0,0.0,4285000.0,3459917.0,4000000.0,3686000.0,3200000.0,1,1992,26
762,762,389218850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10980200.0,1,1992,20
763,763,389257361,0.0,0.0,0.0,0.0,0.0,0.0,993992.0,0.0,0.0,0.0,1,1992,62
764,764,389321746,0.0,0.0,0.0,0.0,0.0,105000.0,59000.0,72000.0,44000.0,15000.0,1,1993,71
765,765,389363094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1992,71
766,766,389413816,0.0,0.0,0.0,0.0,0.0,18635.0,24844.0,0.0,249623.0,0.0,1,1992,62
767,767,389470055,3.0,1.0,3.0,3.0,1.0,484000.0,591000.0,736355.0,662000.0,511000.0,1,1992,22
768,768,389488016,0.0,0.0,0.0,0.0,0.0,933345.0,0.0,1169788.0,0.0,0.0,1,1992,62
769,769,389502253,0.0,1.0,0.0,0.0,0.0,559478.0,0.0,0.0,0.0,718356.0,1,1992,26
770,770,389573114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1993,25
771,771,389586900,1.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1992,20
772,772,389652405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1993,32
773,773,389670142,6.0,1.0,0.0,0.0,0.0,0.0,0.0,12484.0,0.0,13910.0,1,1992,20
774,774,389671165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924901.0,0.0,1,1993,62
775,775,389688300,0.0,0.0,0.0,0.0,0.0,62436.0,73203.54,0.0,62485.81,0.0,1,1993,20
776,776,389776386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1993,71
777,777,389783960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,22
778,778,389887787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1992,71
779,779,389913492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1993,71
780,780,389941907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1993,25
781,781,389945957,0.0,0.0,0.0,0.0,0.0,96722.0,122647.0,108507.0,0.0,0.0,1,1993,25
782,782,389957622,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,0,1993,21
783,783,390019487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1993,71
784,784,390206381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1993,25
785,785,390319192,0.0,0.0,0.0,0.0,0.0,66478.0,48000.0,33000.0,31000.0,17000.0,1,1993,71
786,786,390334225,0.0,0.0,0.0,0.0,0.0,1243000.0,1161000.0,0.0,1333000.0,1333000.0,1,1993,62
787,787,390613610,0.0,0.0,0.0,0.0,0.0,1405663.0,1391748.0,1124840.0,1113297.0,1151706.0,1,1993,71
788,788,390865749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394200.0,1,1993,62
789,789,391548955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1993,20
790,790,392808374,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1993,32
791,791,393135298,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14915000.0,1,1993,62
792,792,393452289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1993,25
793,793,394082697,0.0,0.0,0.0,0.0,0.0,110300.0,74624.0,63749.0,99920.0,185432.0,1,1994,71
794,794,394510739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1994,71
795,795,394510960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,71
796,796,394527154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1994,72
797,797,394620298,1.0,2.0,0.0,0.0,0.0,39715.0,0.0,52357.0,25054.0,0.0,0,1994,32
798,798,394671820,2.0,3.0,0.0,0.0,0.0,1090095.0,1198859.0,1139880.0,916189.0,805877.0,1,1994,29
799,799,394680656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1994,20
800,800,394710552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1994,72
801,801,394737183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,95
802,802,394751713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121941.0,0.0,0.0,1,1994,71
803,803,394843601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,71
804,804,394895304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6105.0,1,1994,71
805,805,395001852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,25
806,806,395208796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,71
807,807,395213630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,71
808,808,395368376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,95
809,809,397474156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,95
810,810,397480500,0.0,0.0,0.0,0.0,0.0,0.0,530000.0,33338.0,17898.0,23245.0,1,1994,20
811,811,397532839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,25
812,812,397710690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,21
813,813,397866021,0.0,0.0,0.0,0.0,0.0,595907.0,460845.0,0.0,0.0,919956.0,1,1994,72
814,814,397889957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,1,1994,71
815,815,397929209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,22
816,816,398069021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,32
817,817,398138545,0.0,0.0,0.0,0.0,0.0,285000.0,366439.0,0.0,0.0,0.0,0,1994,62
818,818,398142299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,25
819,819,398325217,0.0,0.0,0.0,0.0,0.0,39102.0,0.0,0.0,75269.0,0.0,1,1994,22
820,820,398473470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,62
821,821,398732263,0.0,0.0,0.0,0.0,0.0,36000.0,0.0,0.0,0.0,0.0,1,1994,62
822,822,398796383,0.0,0.0,0.0,0.0,0.0,0.0,1031914.0,1091014.0,910652.0,4303800.0,1,1994,29
823,823,398821686,0.0,0.0,0.0,0.0,0.0,35091.0,50526.0,19835.0,689000.0,1425.0,1,1994,22
824,824,399024306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,62
825,825,399024652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,25
826,826,399031335,0.0,0.0,0.0,0.0,0.0,1067.0,533.0,15672.0,0.0,0.0,1,1994,25
827,827,399064963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,600000.0,0,1994,26
828,828,399091339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,1,1994,62
829,829,399110212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,32
830,830,399132307,0.0,0.0,0.0,0.0,0.0,13663.0,0.0,0.0,0.0,0.0,1,1994,96
831,831,399140193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215511.0,0,1994,62
832,832,399185107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,22
833,833,399190396,0.0,0.0,0.0,0.0,0.0,253804.0,355176.0,301405.0,0.0,0.0,1,1994,20
834,834,399192863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,71
835,835,399214287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1994,62
836,836,399240001,0.0,0.0,0.0,0.0,0.0,84348.0,0.0,0.0,0.0,0.0,1,1994,25
837,837,399247469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1994,72
838,838,399252014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,95
839,839,399312578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1994,20
840,840,399379411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1994,62
841,841,399395581,70.0,58.0,45.0,43.0,31.0,20120.0,19987000.0,23373000.0,7916000.0,30924000.0,0,1994,26
842,842,399542398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1994,71
843,843,399595644,0.0,0.0,0.0,0.0,0.0,98471.0,99900.0,85051.0,61070.0,58321.0,1,1995,62
844,844,399663905,0.0,0.0,0.0,0.0,0.0,56957.0,0.0,0.0,0.0,46414.0,0,1994,71
845,845,399689389,0.0,0.0,0.0,0.0,0.0,0.0,62296.0,0.0,0.0,0.0,1,1995,71
846,846,399711530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215000.0,1,1994,71
847,847,399728666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216645.0,1,1995,62
848,848,399851609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1995,71
849,849,400054383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48413.0,0,1994,71
850,850,400072997,0.0,0.0,0.0,0.0,0.0,1108172.0,928011.0,1009406.0,1253358.0,1337105.0,1,1995,25
851,851,400132627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148850.0,0.0,0.0,1,1995,25
852,852,400214888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1995,25
853,853,400256780,0.0,0.0,0.0,0.0,0.0,91000.0,83000.0,61000.0,28000.0,0.0,0,1995,20
854,854,400305223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1995,71
855,855,400357885,0.0,0.0,0.0,0.0,0.0,544000.0,1627000.0,1957000.0,1878000.0,2206000.0,0,1995,62
856,856,400370250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1995,71
857,857,400513602,0.0,0.0,0.0,0.0,0.0,0.0,27385.0,0.0,37555.0,0.0,1,1995,20
858,858,400575569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73541.0,0.0,0.0,1,1995,25
859,859,400597654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1995,20
860,860,400604377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1995,29
861,861,400916979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1995,22
862,862,401077938,0.0,0.0,0.0,0.0,0.0,47345.0,50130.0,0.0,0.0,0.0,0,1994,71
