siren,2016_CIR,2017_CIR,2018_CIR,2019_CIR,2020_CIR,2021_CIR,2022_CIR,2023_CIR,activitePrincipaleUniteLegale,categorieEntreprise,Division,somme_CIR
502674716.0,,,,0.0,0.0,,0.0,,62.02A,ETI,62,
502702285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.11Z,ETI,25,0.0
502758014.0,0.0,0.0,0.0,0.0,0.0,0.0,,,30.11Z,GE,30,
502787583.0,0.0,,,0.0,0.0,0.0,0.0,0.0,71.12B,GE,71,
502863681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
502878382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.50B,ETI,25,
502901044.0,480000.0,705000.0,811000.0,907000.0,895000.0,879177.0,533139.0,520601.0,71.12B,ETI,71,5730917.0
502958598.0,0.0,415835.0,308104.0,702076.0,204972.0,251469.0,275445.0,,62.02A,ETI,62,
502981038.0,0.0,0.0,0.0,692735.0,0.0,0.0,1254628.0,0.0,29.32Z,ETI,29,1947363.0
503009854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,GE,71,0.0
503010464.0,,0.0,,,,0.0,0.0,0.0,32.50A,ETI,32,
503050957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.20B,GE,71,0.0
503103988.0,,,,,,,0.0,,62.01Z,ETI,62,
503116824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,GE,71,0.0
503117251.0,0.0,,,,0.0,0.0,0.0,0.0,71.12B,GE,71,
503122285.0,,,,,0.0,0.0,0.0,0.0,62.01Z,ETI,62,
503127250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
503235400.0,,,,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,
503258907.0,22912.0,0.0,132602.0,81144.0,128790.0,36209.0,14351.0,,21.20Z,ETI,21,
503271926.0,,0.0,0.0,0.0,6000.0,12000.0,60000.0,84000.0,62.02A,ETI,62,
503300733.0,,,,0.0,0.0,0.0,,,25.73A,ETI,25,
503310153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.41Z,ETI,20,0.0
503321283.0,0.0,0.0,0.0,0.0,,,0.0,0.0,62.01Z,ETI,62,
503379109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.20B,ETI,71,0.0
503450462.0,0.0,0.0,0.0,0.0,0.0,0.0,225123.0,,71.12B,ETI,71,
503511081.0,0.0,0.0,,0.0,,,,,71.12B,ETI,71,
503584823.0,,,,0.0,0.0,0.0,0.0,0.0,72.19Z,ETI,72,
503596777.0,,,,,,,0.0,0.0,20.42Z,ETI,20,
503616666.0,11147.0,0.0,0.0,0.0,0.0,0.0,0.0,,62.01Z,ETI,62,
503645459.0,,,0.0,0.0,,0.0,0.0,0.0,32.50A,ETI,32,
503645665.0,0.0,0.0,0.0,0.0,0.0,0.0,553902.0,0.0,71.12B,ETI,71,553902.0
503653818.0,0.0,0.0,0.0,0.0,0.0,0.0,108429.0,85313.0,21.20Z,ETI,21,193742.0
503675928.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.50A,ETI,25,
503676850.0,0.0,0.0,0.0,0.0,,,,,62.02A,ETI,62,
503731457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,GE,71,0.0
503734600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.09Z,GE,96,0.0
503753170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
503775660.0,0.0,0.0,0.0,0.0,7302.0,0.0,,,71.12B,ETI,71,
503812208.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,62.01Z,GE,62,
503824179.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,95.29Z,ETI,95,
503882151.0,0.0,0.0,0.0,0.0,,,0.0,0.0,71.12B,ETI,71,
503905028.0,0.0,0.0,0.0,0.0,,,,,95.22Z,ETI,95,
503936486.0,0.0,0.0,,0.0,,0.0,0.0,0.0,25.50B,ETI,25,
504041278.0,0.0,0.0,0.0,0.0,0.0,0.0,,,62.03Z,ETI,62,
504057233.0,,0.0,,,,,0.0,,71.12B,ETI,71,
504124603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.20B,GE,71,0.0
504143496.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,
504226614.0,,,2036146.0,,,3153536.0,,,62.01Z,ETI,62,
504313891.0,174695.0,1615462.0,109943.0,209195.0,202339.0,293924.0,450465.0,386511.0,30.30Z,ETI,30,3442534.0
504316597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,GE,71,0.0
504409699.0,21543.0,,0.0,0.0,0.0,0.0,0.0,0.0,32.50A,ETI,32,
504443581.0,,0.0,0.0,0.0,0.0,0.0,0.0,157914.0,22.19Z,ETI,22,
504451139.0,,,,0.0,,0.0,,,71.12B,ETI,71,
504457789.0,,,,0.0,,0.0,,,71.12B,ETI,71,
504457821.0,,,,0.0,,0.0,,,71.12B,ETI,71,
504538745.0,14282223.0,0.0,0.0,22973769.0,20308258.0,22597267.0,27457643.0,28986216.0,72.19Z,ETI,72,136605376.0
504546102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.23Z,ETI,22,0.0
504573486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.01Z,GE,62,0.0
504586140.0,64797.0,64797.0,0.0,0.0,0.0,0.0,,,62.01Z,GE,62,
504589797.0,17852.0,6273.0,0.0,0.0,0.0,0.0,0.0,,25.61Z,ETI,25,
504636390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.02A,ETI,62,0.0
504782343.0,71865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,71865.0
504787565.0,3129575.0,3784956.0,,3679720.0,3958615.0,4899261.0,,,26.51B,ETI,26,
504809492.0,0.0,0.0,23074.0,0.0,0.0,0.0,0.0,,71.12B,GE,71,
504817925.0,,,,,,0.0,0.0,0.0,22.23Z,ETI,22,
504834409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.50B,GE,25,0.0
504842568.0,208592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.20Z,ETI,29,208592.0
504871765.0,,,0.0,,,,,,72.19Z,ETI,72,
504884719.0,0.0,215970.0,236593.0,296728.0,361159.0,310044.0,334753.0,585628.0,62.02A,ETI,62,2340875.0
504932914.0,4440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.19Z,ETI,72,4440.0
504940925.0,28500000.0,6952000.0,8701117.0,7916000.0,15090000.0,9273000.0,8062000.0,9624000.0,72.19Z,GE,72,94118117.0
504941337.0,15740000.0,19726000.0,24812000.0,26656000.0,79974000.0,28876000.0,27379000.0,30561000.0,72.19Z,GE,72,253724000.0
504943663.0,,,,,,0.0,0.0,0.0,62.02A,ETI,62,
504950536.0,,0.0,0.0,0.0,9840.0,,,,25.99B,ETI,25,
505004267.0,0.0,0.0,0.0,0.0,0.0,0.0,,,62.01Z,ETI,62,
505005652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.93Z,ETI,25,0.0
505027623.0,0.0,0.0,0.0,,,0.0,,,62.02A,ETI,62,
505030841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.20B,GE,71,0.0
505037044.0,0.0,,0.0,0.0,0.0,0.0,361606.0,66445.0,71.20B,ETI,71,
505104729.0,0.0,0.0,0.0,0.0,,,,,62.03Z,ETI,62,
505112987.0,0.0,,,,30000.0,,48229.0,124690.0,62.01Z,ETI,62,
505115337.0,83898.0,0.0,,,0.0,665090.0,0.0,1019058.0,62.01Z,ETI,62,
505198242.0,,,,0.0,0.0,0.0,0.0,0.0,62.02A,GE,62,
505203000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.11Z,ETI,95,0.0
505226878.0,0.0,0.0,,,0.0,0.0,0.0,0.0,71.12B,ETI,71,
505273334.0,,,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,
505275099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.50B,ETI,25,
505280727.0,0.0,,,0.0,0.0,0.0,380950.0,,30.92Z,GE,30,
505347039.0,0.0,,,,,,,,62.02A,ETI,62,
505347237.0,,,15361.0,7.0,84000.0,80000.0,292000.0,0.0,30.30Z,GE,30,
505403485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
506450113.0,0.0,0.0,0.0,2667.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,2667.0
507406759.0,,,0.0,0.0,0.0,0.0,0.0,,96.01B,ETI,96,
507484863.0,604286.06,353906.0,,462929.0,0.0,0.0,0.0,,72.11Z,ETI,72,
507520088.0,381100.0,0.0,0.0,242689.0,0.0,0.0,0.0,0.0,62.02A,ETI,62,623789.0
507546943.0,,0.0,0.0,0.0,0.0,0.0,0.0,,71.12B,GE,71,
507601789.0,959000.0,478000.0,1482000.0,1293000.0,778000.0,534000.0,305000.0,,29.32Z,ETI,29,
507661676.0,,0.0,0.0,0.0,,,,,96.04Z,ETI,96,
507701456.0,,0.0,2065.5,0.0,,,,,62.02A,ETI,62,
507706844.0,0.0,,0.0,,0.0,0.0,0.0,0.0,32.13Z,GE,32,
507738862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.09Z,GE,62,0.0
507759611.0,,,619601.0,853226.0,911956.0,0.0,311451.6,308000.0,71.12B,GE,71,
507766335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.20Z,ETI,29,0.0
507792968.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,
507843167.0,0.0,0.0,0.0,0.0,0.0,5701.0,0.0,0.0,30.12Z,ETI,30,5701.0
507847077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,GE,71,0.0
507902211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
507981140.0,,,,,,,0.0,0.0,71.12B,ETI,71,
508133204.0,,,,0.0,,0.0,0.0,0.0,32.99Z,ETI,32,
508152972.0,,,,0.0,,0.0,0.0,0.0,62.02A,ETI,62,
508185667.0,0.0,0.0,0.0,0.0,0.0,0.0,,,96.02A,ETI,96,
508196839.0,,0.0,37637.0,0.0,23926.0,0.0,0.0,0.0,71.12B,ETI,71,
508200649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.02A,ETI,62,0.0
508223518.0,,0.0,,,,,,,62.02A,GE,62,
508272309.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,71.12B,GE,71,
508298536.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,62.02A,ETI,62,
508301017.0,0.0,,0.0,0.0,0.0,0.0,0.0,,96.09Z,ETI,96,
508320017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
508343886.0,610000.0,0.0,49380.0,0.0,0.0,754137.0,0.0,0.0,20.42Z,GE,20,1413517.0
508371176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71.12B,GE,71,
508402179.0,0.0,0.0,,,0.0,0.0,,0.0,62.02A,GE,62,
508426574.0,46872.0,78287.0,68248.0,132380.0,0.0,0.0,,597696.0,62.02A,ETI,62,
508458494.0,0.0,0.0,26641.0,339665.0,527853.0,812033.0,1103644.0,0.0,71.12B,ETI,71,2809836.0
508473550.0,,0.0,0.0,0.0,0.0,524003.0,0.0,0.0,71.12B,ETI,71,
508474285.0,101238.0,102246.0,0.0,0.0,761178.0,87471.0,113785.0,172893.0,62.02A,ETI,62,1338811.0
508491883.0,,,120719.0,0.0,0.0,,0.0,0.0,72.19Z,ETI,72,
508494408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.02A,ETI,62,0.0
508519022.0,0.0,0.0,0.0,,,,,,26.11Z,ETI,26,
508580750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,GE,71,0.0
508581170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,GE,71,0.0
508617214.0,0.0,0.0,0.0,0.0,54200.0,0.0,0.0,0.0,62.01Z,ETI,62,54200.0
508630688.0,2307.0,8083.0,0.0,0.0,0.0,0.0,0.0,,25.62B,GE,25,
508636602.0,0.0,0.0,20000.0,11000.0,0.0,0.0,0.0,,71.12B,GE,71,
508685013.0,,0.0,0.0,0.0,0.0,466000.0,190798.0,190000.0,29.32Z,ETI,29,
508707262.0,80000.0,225000.0,11000.0,21000.0,17000.0,30000.0,48000.0,15000.0,25.40Z,GE,25,447000.0
508727393.0,0.0,0.0,,0.0,,1732771.0,0.0,2024869.0,62.01Z,ETI,62,
508750866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,GE,71,0.0
508761079.0,0.0,,,,,0.0,0.0,0.0,71.12B,ETI,71,
508806080.0,1340076.0,0.0,0.0,0.0,1236060.0,1453524.0,1784290.0,1990322.0,20.53Z,GE,20,7804272.0
508839271.0,152768.0,57156.0,260697.0,0.0,0.0,0.0,,,71.12B,ETI,71,
508855673.0,0.0,0.0,0.0,0.0,0.0,,0.0,,25.11Z,ETI,25,
508866886.0,0.0,0.0,0.0,0.0,,,0.0,0.0,71.12B,ETI,71,
508878386.0,0.0,2121638.0,1692206.0,1690070.0,1992020.0,1190687.0,,1288244.0,62.02A,ETI,62,
508886132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
508920683.0,,,,,,0.0,0.0,961341.0,62.01Z,ETI,62,
508929197.0,0.0,,,0.0,0.0,0.0,,0.0,96.09Z,GE,96,
508954104.0,0.0,0.0,0.0,0.0,0.0,,,,25.30Z,GE,25,
508955754.0,0.0,0.0,43642.0,26913.0,87388.0,10503.0,7590.0,0.0,72.11Z,GE,72,176036.0
508973203.0,45293.0,44409.0,81936.0,49687.0,163211.0,73509.0,101078.0,,71.12B,ETI,71,
508974185.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,,96.09Z,ETI,96,
508995826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
509033882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
509107678.0,0.0,213403.0,,170130.0,251609.0,462196.0,628744.0,1302178.0,62.02A,ETI,62,
509137493.0,,,0.0,0.0,0.0,0.0,0.0,,71.12B,ETI,71,
509174389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.92Z,GE,30,0.0
509182309.0,,,,,0.0,,,,25.99B,ETI,25,
509221842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71.12B,GE,71,
509230058.0,0.0,0.0,0.0,,0.0,,,,62.01Z,ETI,62,
509232591.0,1568000.0,1544000.0,2063000.0,2591000.0,3392000.0,0.0,234000.0,0.0,30.11Z,ETI,30,11392000.0
509306528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,96.09Z,ETI,96,
509315636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.19Z,ETI,22,0.0
509316105.0,0.0,,,0.0,0.0,,,,62.02A,GE,62,
509317046.0,,,0.0,0.0,411518.0,323644.0,310511.0,,20.16Z,ETI,20,
509340790.0,,,,,,,0.0,,94.99Z,ETI,94,
509349494.0,1154956.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.30Z,GE,20,1154956.72
509349544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.99B,GE,25,0.0
509349650.0,0.0,0.0,0.0,7709.0,0.0,0.0,0.0,0.0,71.20B,GE,71,7709.0
509350518.0,104018.0,96498.0,73200.0,213734.0,,,,,62.02A,ETI,62,
509355004.0,,,,,0.0,0.0,0.0,,71.12B,ETI,71,
509380705.0,936207.0,312332.0,252310.0,0.0,186876.0,225000.0,153000.0,,21.20Z,ETI,21,
509434296.0,0.0,0.0,0.0,0.0,0.0,3630667.0,0.0,,72.19Z,ETI,72,
509439337.0,0.0,,0.0,0.0,0.0,0.0,0.0,,71.12B,GE,71,
509455960.0,,,,0.0,0.0,0.0,0.0,,96.09Z,GE,96,
509460770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,95.11Z,ETI,95,
509479580.0,0.0,,,0.0,0.0,0.0,0.0,0.0,96.09Z,GE,96,
509509709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.93Z,ETI,25,0.0
509511457.0,1730.0,1627.0,1628.0,0.0,0.0,0.0,,0.0,62.01Z,GE,62,
509512547.0,0.0,0.0,,,,,,,71.12B,ETI,71,
509512760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.02A,GE,62,0.0
509516571.0,1809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.11Z,ETI,26,1809.0
509534095.0,0.0,,0.0,0.0,0.0,0.0,75429.0,,71.20B,ETI,71,
509534731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,GE,71,0.0
509542023.0,0.0,0.0,0.0,0.0,0.0,0.0,,,71.12B,ETI,71,
509543187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.02A,ETI,62,0.0
509544664.0,0.0,0.0,0.0,0.0,11000.0,11000.0,0.0,38000.0,71.12B,GE,71,60000.0
509555264.0,108691.0,100872.0,65982.0,0.0,0.0,0.0,0.0,0.0,62.02A,ETI,62,275545.0
509559779.0,,,0.0,,0.0,0.0,,,71.12B,ETI,71,
509561395.0,0.0,0.0,616112.0,0.0,0.0,,436000.0,,62.02A,GE,62,
509577730.0,50000.0,101000.0,394141.0,73000.0,396000.0,94000.0,113000.0,195000.0,71.12B,GE,71,1416141.0
509583902.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,62.02A,ETI,62,
509588091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.30Z,ETI,20,0.0
509628798.0,,,,0.0,174587.0,111771.0,98988.0,157438.0,25.92Z,ETI,25,
509629580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,GE,71,0.0
509640546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.02A,ETI,96,0.0
509662052.0,,0.0,0.0,0.0,0.0,662954.0,0.0,749634.0,71.12B,ETI,71,
509693289.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,21.20Z,ETI,21,
509693875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
509701744.0,0.0,,,,,,34627.0,0.0,62.01Z,ETI,62,
509706511.0,0.0,0.0,0.0,0.0,,,,,22.29B,ETI,22,
509750105.0,0.0,0.0,0.0,0.0,0.0,300000.0,1200000.0,1400000.0,62.02A,ETI,62,2900000.0
509760948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.12Z,GE,95,0.0
509778015.0,0.0,0.0,,,,,,,26.11Z,ETI,26,
509835104.0,0.0,67227.0,67227.0,193235.0,171673.0,138047.0,108408.0,116279.0,71.12B,ETI,71,862096.0
509893467.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,
509910899.0,0.0,0.0,0.0,0.0,0.0,,,,25.11Z,ETI,25,
509955068.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,62.03Z,ETI,62,
509991311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62.01Z,ETI,62,
510015084.0,0.0,1562481.0,0.0,0.0,0.0,,,,25.11Z,ETI,25,
510072440.0,0.0,0.0,79735.0,0.0,0.0,0.0,0.0,0.0,25.11Z,ETI,25,79735.0
510193162.0,0.0,0.0,0.0,0.0,,,,,71.12B,GE,71,
510227606.0,0.0,0.0,0.0,25500.0,24630.0,21630.0,0.0,24000.0,62.02A,ETI,62,95760.0
510241672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.02A,GE,62,0.0
510348840.0,,0.0,0.0,0.0,0.0,0.0,0.0,,25.61Z,ETI,25,
510375835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
510435696.0,0.0,0.0,0.0,305154.0,197974.0,0.0,0.0,124921.0,62.02A,GE,62,628049.0
510508716.0,197192.0,293552.0,198046.0,194111.0,219196.0,304420.0,187022.0,258431.0,72.19Z,ETI,72,1851970.0
510544497.0,,,,,2880.0,0.0,9733.0,,71.12B,ETI,71,
510601883.0,0.0,0.0,0.0,0.0,0.0,0.0,,,25.11Z,GE,25,
510708241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.99B,ETI,25,0.0
510803075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5312.0,20.59Z,ETI,20,5312.0
510902349.0,0.0,0.0,0.0,0.0,0.0,36453.0,0.0,61705.0,96.03Z,ETI,96,98158.0
511055006.0,,0.0,51515.0,0.0,667000.0,1216000.0,1790000.0,1698.0,62.02A,ETI,62,
511085177.0,0.0,0.0,0.0,0.0,0.0,734710.0,0.0,0.0,62.02A,ETI,62,734710.0
511171548.0,0.0,0.0,35160.0,0.0,0.0,0.0,0.0,0.0,96.09Z,GE,96,35160.0
511199226.0,5221.0,,38845.0,,,,,,62.02A,ETI,62,
511219743.0,367364.0,349072.0,711934.0,220186.0,191118.0,90881.0,182834.0,12932.0,72.11Z,ETI,72,2126321.0
511220634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
511239915.0,7000.0,0.0,0.0,158000.0,127000.0,79000.0,28000.0,40000.0,29.20Z,ETI,29,439000.0
511282139.0,0.0,37530.0,27203.0,0.0,0.0,0.0,0.0,0.0,96.09Z,GE,96,64733.0
511302069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.11Z,ETI,22,0.0
511316291.0,162608.0,107304.0,199645.0,0.0,180812.0,390000.0,101596.0,152179.0,29.20Z,ETI,29,1294144.0
511353344.0,,5746.0,9493.0,5571.0,0.0,4953.0,0.0,0.0,25.50A,ETI,25,
511353393.0,,35675.0,43088.0,0.0,43422.0,37077.0,4847.0,0.0,25.50A,ETI,25,
511353476.0,,60000.0,,131000.0,136000.0,106000.0,111000.0,69000.0,25.50A,ETI,25,
511361073.0,168715.0,0.0,373574.0,218737.0,0.0,260775.0,260775.0,0.0,62.01Z,GE,62,1282576.0
511390577.0,0.0,0.0,40402.0,0.0,0.0,0.0,0.0,0.0,96.09Z,GE,96,40402.0
511394025.0,,,0.0,0.0,0.0,,,,96.03Z,ETI,96,
511405177.0,,0.0,,0.0,0.0,0.0,0.0,0.0,25.50A,ETI,25,
511405243.0,,171000.0,250000.0,303000.0,230000.0,168000.0,74000.0,104000.0,71.12B,ETI,71,
511432619.0,113975.0,329145.0,89639.0,0.0,0.0,0.0,0.0,0.0,62.02A,ETI,62,532759.0
511458895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,GE,71,0.0
511575219.0,,,0.0,,0.0,0.0,0.0,,71.12B,ETI,71,
511587271.0,,0.0,,,,,,,71.12B,ETI,71,
511603987.0,0.0,0.0,369980.0,0.0,0.0,438942.0,,,72.19Z,ETI,72,
511703068.0,,,490993.0,911116.0,,,,,62.03Z,ETI,62,
511743874.0,,0.0,0.0,0.0,0.0,,0.0,,96.09Z,ETI,96,
511763831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71.12B,ETI,71,
511764078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,29.32Z,ETI,29,
511791410.0,1182000.0,591000.0,0.0,601000.0,495423.0,495000.0,345216.0,600000.0,30.12Z,ETI,30,4309639.0
511854622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,29.32Z,ETI,29,
511856833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,29.32Z,ETI,29,
512012618.0,,,,,,0.0,,,96.09Z,ETI,96,
512067877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.02A,GE,62,0.0
512085036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,62.02A,ETI,62,
512164179.0,0.0,0.0,445000.0,0.0,0.0,0.0,0.0,0.0,71.12B,GE,71,445000.0
512243346.0,155055.26,28741974.0,0.0,0.0,0.0,0.0,0.0,,72.19Z,GE,72,
512325093.0,0.0,0.0,117000.0,0.0,0.0,0.0,0.0,0.0,96.09Z,GE,96,117000.0
512327263.0,0.0,0.0,0.0,0.0,,0.0,,,71.12B,ETI,71,
512471491.0,94544.0,0.0,0.0,126064.0,0.0,0.0,,0.0,29.32Z,ETI,29,
512538265.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,25.11Z,ETI,25,
512546128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,71.12B,ETI,71,
512622820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
512664194.0,115000.0,317000.0,336000.0,393000.0,448000.0,502684.0,538708.0,999974.0,62.02A,GE,62,3650366.0
512747676.0,,,,,0.0,0.0,0.0,,62.01Z,ETI,62,
512803602.0,,,,,,,0.0,0.0,62.01Z,ETI,62,
512812298.0,0.0,,,,0.0,0.0,0.0,,71.20A,ETI,71,
512914722.0,,,,58226.0,0.0,18128.0,19958.0,,71.12B,ETI,71,
512929779.0,0.0,,0.0,0.0,0.0,0.0,0.0,,95.11Z,ETI,95,
512944133.0,0.0,70089.0,649000.0,454.0,0.0,0.0,0.0,0.0,22.21Z,ETI,22,719543.0
512987306.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,71.12B,ETI,71,
513023051.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,
513028613.0,0.0,1870011.0,120084.0,0.0,0.0,0.0,,0.0,29.32Z,ETI,29,
513046359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.01Z,ETI,62,0.0
513072587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,0.0
513082503.0,,,,,,0.0,0.0,313715.0,62.01Z,ETI,62,
513098376.0,,249211.0,,,,,0.0,0.0,62.02A,ETI,62,
513159376.0,,,0.0,3149.0,0.0,0.0,0.0,0.0,96.03Z,ETI,96,
513194449.0,0.0,0.0,0.0,1747.0,0.0,0.0,0.0,0.0,20.30Z,ETI,20,1747.0
513281972.0,1670116.0,548743.0,0.0,701283.0,0.0,0.0,581999.0,,26.11Z,GE,26,
513322511.0,0.0,0.0,0.0,0.0,0.0,0.0,,,96.02A,ETI,96,
513335224.0,,,,0.0,0.0,0.0,0.0,0.0,20.30Z,ETI,20,
513353474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.29A,ETI,22,
513401612.0,269320.0,27602.0,43064.0,0.0,68049.0,0.0,0.0,53185.0,71.12B,GE,71,461220.0
513449470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.20B,GE,71,0.0
513504399.0,,,,0.0,0.0,0.0,0.0,0.0,71.20B,ETI,71,
513676379.0,30127.0,37416.0,0.0,4429.0,4429.0,0.0,0.0,0.0,25.50B,ETI,25,76401.0
513678409.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.12B,ETI,71,
513752121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,72.19Z,ETI,72,
513784140.0,0.0,,,0.0,0.0,0.0,,,62.01Z,ETI,62,
